created_at,account_id,account_lead_id,modified_at,log_type,log_id,log_date,log_subtype_id,log_subtype_name,milestone_id,milestone_name,log_note,log_user_id,log_user_email,log_user_name,group_id,group_name,imported,updated_at,log_type_id
2019-09-16 15:09:07.450176,10,1125773,09/11/2019 01:06:09,Email,432906,09/10/2019 17:03:41,119,Introduction Email: Generic,,,,-100,,"System, Email",,,,2019-09-16 15:09:07.450176,5
2019-09-16 15:09:07.450228,10,1125773,09/11/2019 01:06:09,Distribution,255812,09/10/2019 17:03:42,38,New Lead Distribution,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.450228,4
2019-09-16 15:09:07.450274,10,1125774,09/10/2019 17:05:41,Status,155599,09/10/2019 17:05:41,2,Contact Attempt 1,,,,-100,velocify.system.user@securesend.org,"System, Velocify",,,,2019-09-16 15:09:07.450274,7
2019-09-16 15:09:07.450319,10,1125774,09/10/2019 17:05:41,CreationLog,160787,09/10/2019 17:05:40,-50,,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,-1,2019-09-16 15:09:07.450319,
2019-09-16 15:09:07.450364,10,1125774,09/10/2019 17:05:41,Export,113482,09/10/2019 17:05:41,-50,Failure,,,"https://nijt588ad1.execute-api.us-west-1.amazonaws.com/Stage/leads:{
	""lead"": {
		""payload"": {
			""id"": ""1125774"",
		  ""actionCount"": ""0"",
		  ""campaign"": ""BestRateReferrals"",
		  ""campaignGroup"": ""PROPAIR 3rd Party"",
		  ""creditProfile"": ""615"",
		  ""dateAdded"": ""9/10/2019 5:05 PM"",
		  ""dayPhone"": ""(555) 715-0793"",
		  ""email"": ""francisarthur@hotmail.com"",
		  ""eveningPhone"": ""(555) 838-3566"",
		  ""existingHomeValue"": ""1"",
		  ""firstName"": ""Danielle"",
		  ""intendedPropertyUse"": ""SECONDARYVACTN"",
		  ""lastDuplicate"": """",
		  ""lastName"": ""Johnson"",
		  ""loanAmount"": ""970949.002"",
		  ""loanPurpose"": ""HOMEPURCHASELOAN"",
		  ""propertyAddress"": ""na"",
		  ""propertyState"": ""MN"",
		  ""propertyType"": ""TRAILER"",
		  ""propertyZipCode"": ""62084"",
		  ""purchasePrice"": ""390377.00"",
		  ""LeadProviderName"": ""HTTPSMYPROPAIR-BANK.COMAPR"",
		  ""IsMilitary"": ""No"",
		  ""CIS"": ""0.9"",
		  ""FICO"": ""482""
		}
	}
}",-100,,"System, Velocify",,,,2019-09-16 15:09:07.450364,6
2019-09-16 15:09:07.450407,10,1125774,09/10/2019 17:05:41,Email,432908,09/10/2019 17:05:41,119,Introduction Email: Generic,,,,-100,,"System, Email",,,,2019-09-16 15:09:07.450407,5
2019-09-16 15:09:07.450456,10,1125774,09/10/2019 17:05:41,Email,432907,09/10/2019 17:05:41,117,Newly Assigned Lead Notification,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.450456,5
2019-09-16 15:09:07.450501,10,1125774,09/10/2019 17:05:41,Distribution,255813,09/10/2019 17:05:41,38,New Lead Distribution,,,,11404,test2@propair.ai,"ProPair, Rocks",,,,2019-09-16 15:09:07.450501,4
2019-09-16 15:09:07.450545,10,1125775,09/10/2019 17:07:42,Status,155600,09/10/2019 17:07:42,2,Contact Attempt 1,,,,-100,velocify.system.user@securesend.org,"System, Velocify",,,,2019-09-16 15:09:07.450545,7
2019-09-16 15:09:07.450594,10,1125775,09/10/2019 17:07:42,CreationLog,160788,09/10/2019 17:07:39,-50,,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,-1,2019-09-16 15:09:07.450594,
2019-09-16 15:09:07.450638,10,1125775,09/10/2019 17:07:42,Email,432910,09/10/2019 17:07:41,119,Introduction Email: Generic,,,,-100,,"System, Email",,,,2019-09-16 15:09:07.450638,5
2019-09-16 15:09:07.450682,10,1125775,09/10/2019 17:07:42,Email,432909,09/10/2019 17:07:40,117,Newly Assigned Lead Notification,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.450682,5
2019-09-16 15:09:07.450725,10,1125775,09/10/2019 17:07:42,Distribution,255814,09/10/2019 17:07:42,38,New Lead Distribution,,,,11402,test4@pro-pair.com,"GottaHaveThose, Recommendations",,,,2019-09-16 15:09:07.450725,4
2019-09-16 15:09:07.450769,10,1125776,09/10/2019 17:09:42,Status,155601,09/10/2019 17:09:42,2,Contact Attempt 1,,,,-100,velocify.system.user@securesend.org,"System, Velocify",,,,2019-09-16 15:09:07.450769,7
2019-09-16 15:09:07.450813,10,1125776,09/10/2019 17:09:42,CreationLog,160789,09/10/2019 17:09:40,-50,,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,-1,2019-09-16 15:09:07.450813,
2019-09-16 15:09:07.450856,10,1125776,09/10/2019 17:09:42,Export,113483,09/10/2019 17:09:41,-50,Failure,,,"https://nijt588ad1.execute-api.us-west-1.amazonaws.com/Stage/leads:{
	""lead"": {
		""payload"": {
			""id"": ""1125776"",
		  ""actionCount"": ""0"",
		  ""campaign"": ""Freerateupdate"",
		  ""campaignGroup"": ""My PROPAIR Organic"",
		  ""creditProfile"": ""FAIR"",
		  ""dateAdded"": ""9/10/2019 5:09 PM"",
		  ""dayPhone"": ""(555) 262-2872"",
		  ""email"": ""danielle84@cooper.com"",
		  ""eveningPhone"": ""(555) 213-8330"",
		  ""existingHomeValue"": ""1"",
		  ""firstName"": ""Kathryn"",
		  ""intendedPropertyUse"": ""SECONDARYVACTN"",
		  ""lastDuplicate"": """",
		  ""lastName"": ""Smith"",
		  ""loanAmount"": ""783740.00"",
		  ""loanPurpose"": ""PURCHASE"",
		  ""propertyAddress"": ""na"",
		  ""propertyState"": ""N.Y"",
		  ""propertyType"": ""3"",
		  ""propertyZipCode"": ""44445"",
		  ""purchasePrice"": ""601473.00"",
		  ""LeadProviderName"": ""MISSING"",
		  ""IsMilitary"": ""No"",
		  ""CIS"": ""0.6"",
		  ""FICO"": ""682""
		}
	}
}",-100,,"System, Velocify",,,,2019-09-16 15:09:07.450856,6
2019-09-16 15:09:07.450900,10,1125776,09/10/2019 17:09:42,Email,432911,09/10/2019 17:09:41,117,Newly Assigned Lead Notification,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.450900,5
2019-09-16 15:09:07.450945,10,1125776,09/10/2019 17:09:42,Email,432912,09/10/2019 17:09:41,119,Introduction Email: Generic,,,,-100,,"System, Email",,,,2019-09-16 15:09:07.450945,5
2019-09-16 15:09:07.450988,10,1125776,09/10/2019 17:09:42,Distribution,255815,09/10/2019 17:09:42,38,New Lead Distribution,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.450988,4
2019-09-16 15:09:07.451032,10,1125777,09/10/2019 17:11:43,Status,155602,09/10/2019 17:11:43,2,Contact Attempt 1,,,,-100,velocify.system.user@securesend.org,"System, Velocify",,,,2019-09-16 15:09:07.451032,7
2019-09-16 15:09:07.451075,10,1125777,09/10/2019 17:11:43,CreationLog,160790,09/10/2019 17:11:40,-50,,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,-1,2019-09-16 15:09:07.451075,
2019-09-16 15:09:07.451118,10,1125777,09/10/2019 17:11:43,Export,113484,09/10/2019 17:11:41,-50,Failure,,,"https://nijt588ad1.execute-api.us-west-1.amazonaws.com/Stage/leads:{
	""lead"": {
		""payload"": {
			""id"": ""1125777"",
		  ""actionCount"": ""0"",
		  ""campaign"": ""LendingTree"",
		  ""campaignGroup"": ""Self Generated"",
		  ""creditProfile"": ""486"",
		  ""dateAdded"": ""9/10/2019 5:11 PM"",
		  ""dayPhone"": ""(555) 027-7161"",
		  ""email"": ""lawsonchristine@garcia.com"",
		  ""eveningPhone"": ""(555) 202-1583"",
		  ""existingHomeValue"": ""1"",
		  ""firstName"": ""Kristi"",
		  ""intendedPropertyUse"": ""SECONDARY"",
		  ""lastDuplicate"": """",
		  ""lastName"": ""Vazquez"",
		  ""loanAmount"": ""41822.00"",
		  ""loanPurpose"": ""DEBTCONSOLIDATION"",
		  ""propertyAddress"": ""na"",
		  ""propertyState"": ""CT"",
		  ""propertyType"": ""SINGLEFAM"",
		  ""propertyZipCode"": ""68297"",
		  ""purchasePrice"": ""270929.00"",
		  ""LeadProviderName"": ""TWILIO"",
		  ""IsMilitary"": ""Yes"",
		  ""CIS"": ""1.0"",
		  ""FICO"": ""611""
		}
	}
}",-100,,"System, Velocify",,,,2019-09-16 15:09:07.451118,6
2019-09-16 15:09:07.451161,10,1125777,09/10/2019 17:11:43,Email,432914,09/10/2019 17:11:42,119,Introduction Email: Generic,,,,-100,,"System, Email",,,,2019-09-16 15:09:07.451161,5
2019-09-16 15:09:07.451207,10,1125777,09/10/2019 17:11:43,Email,432913,09/10/2019 17:11:41,117,Newly Assigned Lead Notification,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.451207,5
2019-09-16 15:09:07.451251,10,1125777,09/10/2019 17:11:43,Distribution,255816,09/10/2019 17:11:43,38,New Lead Distribution,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.451251,4
2019-09-16 15:09:07.451295,10,1125778,09/11/2019 01:06:10,Status,155603,09/10/2019 17:13:45,2,Contact Attempt 1,,,,-100,velocify.system.user@securesend.org,"System, Velocify",,,,2019-09-16 15:09:07.451295,7
2019-09-16 15:09:07.451340,10,1125778,09/11/2019 01:06:10,CreationLog,160791,09/10/2019 17:13:40,-50,,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,-1,2019-09-16 15:09:07.451340,
2019-09-16 15:09:07.451383,10,1125778,09/11/2019 01:06:10,Export,113485,09/10/2019 17:13:45,-50,Failure,,,"https://nijt588ad1.execute-api.us-west-1.amazonaws.com/Stage/leads:{
	""lead"": {
		""payload"": {
			""id"": ""1125778"",
		  ""actionCount"": ""0"",
		  ""campaign"": ""Website"",
		  ""campaignGroup"": ""Nine Hills Transfers"",
		  ""creditProfile"": ""678"",
		  ""dateAdded"": ""9/10/2019 5:13 PM"",
		  ""dayPhone"": ""(555) 337-2663"",
		  ""email"": ""mcdonaldspencer@gmail.com"",
		  ""eveningPhone"": ""(555) 665-5228"",
		  ""existingHomeValue"": ""1"",
		  ""firstName"": ""Victor"",
		  ""intendedPropertyUse"": ""REFINANCE"",
		  ""lastDuplicate"": """",
		  ""lastName"": ""Wong"",
		  ""loanAmount"": ""604240.003"",
		  ""loanPurpose"": ""1"",
		  ""propertyAddress"": ""na"",
		  ""propertyState"": ""NH"",
		  ""propertyType"": ""CONDOMINIUM"",
		  ""propertyZipCode"": ""60364"",
		  ""purchasePrice"": ""328402.001"",
		  ""LeadProviderName"": ""HTTPSMYPROPAIR-BANK.COMAPPLYVALOAN"",
		  ""IsMilitary"": ""No"",
		  ""CIS"": ""0.5"",
		  ""FICO"": ""740""
		}
	}
}",-100,,"System, Velocify",,,,2019-09-16 15:09:07.451383,6
2019-09-16 15:09:07.451430,10,1125778,09/11/2019 01:06:10,Email,432915,09/10/2019 17:13:45,117,Newly Assigned Lead Notification,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.451430,5
2019-09-16 15:09:07.451475,10,1125778,09/11/2019 01:06:10,Email,432916,09/10/2019 17:13:45,119,Introduction Email: Generic,,,,-100,,"System, Email",,,,2019-09-16 15:09:07.451475,5
2019-09-16 15:09:07.451518,10,1125778,09/11/2019 01:06:10,Distribution,255817,09/10/2019 17:13:45,38,New Lead Distribution,,,,11402,test4@pro-pair.com,"GottaHaveThose, Recommendations",,,,2019-09-16 15:09:07.451518,4
2019-09-16 15:09:07.451561,10,1125779,09/10/2019 17:15:42,Status,155604,09/10/2019 17:15:42,2,Contact Attempt 1,,,,-100,velocify.system.user@securesend.org,"System, Velocify",,,,2019-09-16 15:09:07.451561,7
2019-09-16 15:09:07.451605,10,1125779,09/10/2019 17:15:42,CreationLog,160792,09/10/2019 17:15:40,-50,,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,-1,2019-09-16 15:09:07.451605,
2019-09-16 15:09:07.451648,10,1125779,09/10/2019 17:15:42,Export,113486,09/10/2019 17:15:41,-50,Failure,,,"https://nijt588ad1.execute-api.us-west-1.amazonaws.com/Stage/leads:{
	""lead"": {
		""payload"": {
			""id"": ""1125779"",
		  ""actionCount"": ""0"",
		  ""campaign"": ""Self Generated"",
		  ""campaignGroup"": ""Use Branch Specific"",
		  ""creditProfile"": ""780"",
		  ""dateAdded"": ""9/10/2019 5:15 PM"",
		  ""dayPhone"": ""(555) 234-6938"",
		  ""email"": ""foconnor@stuart.com"",
		  ""eveningPhone"": ""(555) 462-9621"",
		  ""existingHomeValue"": ""1"",
		  ""firstName"": ""Jasmine"",
		  ""intendedPropertyUse"": ""SECONDHOME"",
		  ""lastDuplicate"": """",
		  ""lastName"": ""Jensen"",
		  ""loanAmount"": ""777005.002"",
		  ""loanPurpose"": ""VASTREAMLINE"",
		  ""propertyAddress"": ""na"",
		  ""propertyState"": ""ID"",
		  ""propertyType"": ""PRIMARYRESIDENCE"",
		  ""propertyZipCode"": ""52938"",
		  ""purchasePrice"": ""599103.001"",
		  ""LeadProviderName"": ""REALTOR.COM"",
		  ""IsMilitary"": ""No"",
		  ""CIS"": ""0.3"",
		  ""FICO"": ""770""
		}
	}
}",-100,,"System, Velocify",,,,2019-09-16 15:09:07.451648,6
2019-09-16 15:09:07.451691,10,1125779,09/10/2019 17:15:42,Email,432917,09/10/2019 17:15:42,117,Newly Assigned Lead Notification,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.451691,5
2019-09-16 15:09:07.451734,10,1125779,09/10/2019 17:15:42,Email,432918,09/10/2019 17:15:41,119,Introduction Email: Generic,,,,-100,,"System, Email",,,,2019-09-16 15:09:07.451734,5
2019-09-16 15:09:07.451778,10,1125779,09/10/2019 17:15:42,Distribution,255818,09/10/2019 17:15:42,38,New Lead Distribution,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.451778,4
2019-09-16 15:09:07.451826,10,1125780,09/10/2019 17:17:43,Status,155605,09/10/2019 17:17:43,2,Contact Attempt 1,,,,-100,velocify.system.user@securesend.org,"System, Velocify",,,,2019-09-16 15:09:07.451826,7
2019-09-16 15:09:07.451870,10,1125780,09/10/2019 17:17:43,CreationLog,160793,09/10/2019 17:17:39,-50,,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,-1,2019-09-16 15:09:07.451870,
2019-09-16 15:09:07.451913,10,1125780,09/10/2019 17:17:43,Export,113487,09/10/2019 17:17:41,-50,Failure,,,"https://nijt588ad1.execute-api.us-west-1.amazonaws.com/Stage/leads:{
	""lead"": {
		""payload"": {
			""id"": ""1125780"",
		  ""actionCount"": ""0"",
		  ""campaign"": ""Lendilio"",
		  ""campaignGroup"": ""SE 3rd Party"",
		  ""creditProfile"": ""662"",
		  ""dateAdded"": ""9/10/2019 5:17 PM"",
		  ""dayPhone"": ""(555) 577-4693"",
		  ""email"": ""delacruzsheena@wells.com"",
		  ""eveningPhone"": ""(555) 936-5058"",
		  ""existingHomeValue"": ""1"",
		  ""firstName"": ""Sara"",
		  ""intendedPropertyUse"": ""SECONDVACATIONHOME"",
		  ""lastDuplicate"": """",
		  ""lastName"": ""Davis"",
		  ""loanAmount"": ""452294.00"",
		  ""loanPurpose"": ""HOME"",
		  ""propertyAddress"": ""na"",
		  ""propertyState"": ""DELAWARE"",
		  ""propertyType"": ""APO"",
		  ""propertyZipCode"": ""47051"",
		  ""purchasePrice"": ""56445.00"",
		  ""LeadProviderName"": ""HAWKEYEMARKETING"",
		  ""IsMilitary"": ""No"",
		  ""CIS"": ""1.0"",
		  ""FICO"": ""328""
		}
	}
}",-100,,"System, Velocify",,,,2019-09-16 15:09:07.451913,6
2019-09-16 15:09:07.451956,10,1125780,09/10/2019 17:17:43,Email,432920,09/10/2019 17:17:41,119,Introduction Email: Generic,,,,-100,,"System, Email",,,,2019-09-16 15:09:07.451956,5
2019-09-16 15:09:07.451999,10,1125780,09/10/2019 17:17:43,Email,432919,09/10/2019 17:17:41,117,Newly Assigned Lead Notification,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.451999,5
2019-09-16 15:09:07.452044,10,1125780,09/10/2019 17:17:43,Distribution,255819,09/10/2019 17:17:42,38,New Lead Distribution,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.452044,4
2019-09-16 15:09:07.452088,10,1125781,09/11/2019 01:06:10,Status,155606,09/10/2019 17:19:41,2,Contact Attempt 1,,,,-100,velocify.system.user@securesend.org,"System, Velocify",,,,2019-09-16 15:09:07.452088,7
2019-09-16 15:09:07.452131,10,1125781,09/11/2019 01:06:10,CreationLog,160794,09/10/2019 17:19:40,-50,,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,-1,2019-09-16 15:09:07.452131,
2019-09-16 15:09:07.452174,10,1125781,09/11/2019 01:06:10,Export,113488,09/10/2019 17:19:41,-50,Failure,,,"https://nijt588ad1.execute-api.us-west-1.amazonaws.com/Stage/leads:{
	""lead"": {
		""payload"": {
			""id"": ""1125781"",
		  ""actionCount"": ""0"",
		  ""campaign"": ""BestRateReferrals"",
		  ""campaignGroup"": ""PROPAIR 3rd Party"",
		  ""creditProfile"": ""573"",
		  ""dateAdded"": ""9/10/2019 5:19 PM"",
		  ""dayPhone"": ""(555) 004-5964"",
		  ""email"": ""lambertjillian@krause-greene.com"",
		  ""eveningPhone"": ""(555) 647-1485"",
		  ""existingHomeValue"": ""1"",
		  ""firstName"": ""Jennifer"",
		  ""intendedPropertyUse"": ""PRIMARY"",
		  ""lastDuplicate"": """",
		  ""lastName"": ""Greene"",
		  ""loanAmount"": ""818585.00"",
		  ""loanPurpose"": ""HOMEIMPROVEMENT"",
		  ""propertyAddress"": ""na"",
		  ""propertyState"": ""VT"",
		  ""propertyType"": ""CONDO58STORY"",
		  ""propertyZipCode"": ""39395"",
		  ""purchasePrice"": ""783108.00"",
		  ""LeadProviderName"": ""TECHNIECODE"",
		  ""IsMilitary"": ""Yes"",
		  ""CIS"": ""0.9"",
		  ""FICO"": ""774""
		}
	}
}",-100,,"System, Velocify",,,,2019-09-16 15:09:07.452174,6
2019-09-16 15:09:07.452216,10,1125781,09/11/2019 01:06:10,Email,432921,09/10/2019 17:19:41,117,Newly Assigned Lead Notification,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.452216,5
2019-09-16 15:09:07.452259,10,1125781,09/11/2019 01:06:10,Email,432922,09/10/2019 17:19:41,119,Introduction Email: Generic,,,,-100,,"System, Email",,,,2019-09-16 15:09:07.452259,5
2019-09-16 15:09:07.452303,10,1125781,09/11/2019 01:06:10,Distribution,255820,09/10/2019 17:19:41,38,New Lead Distribution,,,,11402,test4@pro-pair.com,"GottaHaveThose, Recommendations",,,,2019-09-16 15:09:07.452303,4
2019-09-16 15:09:07.452348,10,1125782,09/11/2019 01:06:11,Status,155607,09/10/2019 17:21:42,2,Contact Attempt 1,,,,-100,velocify.system.user@securesend.org,"System, Velocify",,,,2019-09-16 15:09:07.452348,7
2019-09-16 15:09:07.452392,10,1125782,09/11/2019 01:06:11,CreationLog,160795,09/10/2019 17:21:40,-50,,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,-1,2019-09-16 15:09:07.452392,
2019-09-16 15:09:07.452452,10,1125782,09/11/2019 01:06:11,Export,113489,09/10/2019 17:21:41,-50,Failure,,,"https://nijt588ad1.execute-api.us-west-1.amazonaws.com/Stage/leads:{
	""lead"": {
		""payload"": {
			""id"": ""1125782"",
		  ""actionCount"": ""0"",
		  ""campaign"": ""Referral"",
		  ""campaignGroup"": ""Test Campaign"",
		  ""creditProfile"": ""FAIR"",
		  ""dateAdded"": ""9/10/2019 5:21 PM"",
		  ""dayPhone"": ""(555) 546-8919"",
		  ""email"": ""scottphilip@schmidt-roberts.net"",
		  ""eveningPhone"": ""(555) 363-0551"",
		  ""existingHomeValue"": ""1"",
		  ""firstName"": ""Teresa"",
		  ""intendedPropertyUse"": ""REFINANCE"",
		  ""lastDuplicate"": """",
		  ""lastName"": ""Cunningham"",
		  ""loanAmount"": ""776358.00"",
		  ""loanPurpose"": ""BARRYCOOPER145@GMAIL.COM"",
		  ""propertyAddress"": ""na"",
		  ""propertyState"": ""NEWJERSEY"",
		  ""propertyType"": ""MULTIPLEFAMILYDWELLING"",
		  ""propertyZipCode"": ""71034"",
		  ""purchasePrice"": ""591672.00"",
		  ""LeadProviderName"": ""MISSING"",
		  ""IsMilitary"": ""No"",
		  ""CIS"": ""0.4"",
		  ""FICO"": ""301""
		}
	}
}",-100,,"System, Velocify",,,,2019-09-16 15:09:07.452452,6
2019-09-16 15:09:07.452496,10,1125782,09/11/2019 01:06:11,Email,432923,09/10/2019 17:21:42,117,Newly Assigned Lead Notification,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.452496,5
2019-09-16 15:09:07.452539,10,1125782,09/11/2019 01:06:11,Email,432924,09/10/2019 17:21:42,119,Introduction Email: Generic,,,,-100,,"System, Email",,,,2019-09-16 15:09:07.452539,5
2019-09-16 15:09:07.452581,10,1125782,09/11/2019 01:06:11,Distribution,255821,09/10/2019 17:21:42,38,New Lead Distribution,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,,2019-09-16 15:09:07.452581,4
2019-09-16 15:09:07.452627,10,1125783,09/11/2019 01:06:12,Status,155608,09/10/2019 17:23:42,2,Contact Attempt 1,,,,-100,velocify.system.user@securesend.org,"System, Velocify",,,,2019-09-16 15:09:07.452627,7
2019-09-16 15:09:07.452670,10,1125783,09/11/2019 01:06:12,CreationLog,160796,09/10/2019 17:23:40,-50,,,,,1,velocifysandbox@pro-pair.com,"Ewing, Ethan",20,Main,-1,2019-09-16 15:09:07.452670,
